contrast,dissimilarity,homogeneity,energy,correlation,class
1.4482813263685244,0.5628913886852396,0.7724144641652773,0.11634226014335655,0.9948116733396813,0
1.8231572275171064,0.5202548417644183,0.8221139093986889,0.12758253371646844,0.9945704538098292,0
1.220108405119746,0.5428971545087976,0.7790416094517734,0.11897059925634892,0.9953787656014154,0
1.4902706500488758,0.6231786107038123,0.7507384286625809,0.1124675528416644,0.9935424466652921,0
2.2715932001466275,0.8737361009286412,0.6733649555593132,0.08285296005514833,0.9948217154635876,0
2.493234703384653,0.7168150125244379,0.7688748797548871,0.10310763186198302,0.9945615524927575,0
2.090844177663734,0.8338583669354839,0.6836148653127964,0.08520728914781411,0.995191521570813,0
2.212937400720919,0.665334990530303,0.7788767622281664,0.10513181905875568,0.995163272911493,0
2.2117670530913975,0.664876779386608,0.7790576593393381,0.10517177110573733,0.9951658094905205,0
2.3020012371700878,0.8691673539833822,0.67323912732423,0.08371951086118935,0.9934271075407715,0
1.9115843413978493,0.8031563110948192,0.6894962098638322,0.09309299421521937,0.9918339494643211,0
1.6587004750122187,0.7426791223729226,0.7057403687280543,0.12616217431992613,0.9858758679020155,0
1.6800874801441839,0.733837556512708,0.7118347240128479,0.13027485018897653,0.9858141461465756,0
2.920558597568426,0.8106070152126099,0.7416622284515618,0.13458546125627385,0.9855616609882347,0
1.8964643282624634,0.754458967192082,0.7143434587882604,0.12425731562789975,0.9902305433911764,0
1.5516232129765395,0.6973152645405669,0.723665643477925,0.13163240209613217,0.98676159308297,0
1.8268696923875858,0.7737191089320625,0.7003173597600046,0.12099203162140906,0.9882893771225735,0
2.0067872525659824,0.7981579912023459,0.6980294832225226,0.1077130692951732,0.9938749371908061,0
1.7940961403347995,0.724457592558651,0.7237812027512777,0.13789268629240345,0.9825704332005059,0
2.584097018572826,0.7213828048631479,0.7673892763567075,0.1445757873074522,0.9880483840489446,0
1.93215133950391,0.7816499801441837,0.7024670141158876,0.135633636331417,0.9787417517711003,0
2.063128131109482,0.820953995601173,0.6896874682975506,0.12402913076700477,0.985569742978798,0
1.6688202590420331,0.7021398460410556,0.7284610966166684,0.14118242140769485,0.9817526654323516,0
1.9892177190249265,0.7806094590053764,0.706506139230459,0.1281725071198924,0.9864355704405782,0
2.151847354594331,0.688177770650049,0.7663489919881085,0.10967734314626347,0.992088803880323,0
1.948549570808895,0.8937837930718473,0.6452582147582,0.1038759251695607,0.9827729041942359,0
2.521230449657869,0.9539249602883677,0.6490103102315826,0.10044728427780031,0.9835780200551496,0
2.546849225623167,0.9750990881598242,0.63955691980427,0.09898289874561761,0.9816132045709781,0
2.4299442891617797,0.9920815386730207,0.623823686209153,0.10111743748075165,0.9778213620985078,0
2.7005590175953085,1.0295049792277613,0.6209092957148743,0.1058512220732976,0.9740001561712357,12
5.871037428213587,1.3042455171676441,0.6326213674729656,0.0960741021960242,0.9792232014732305,12
3.950305092253177,1.2290311125366569,0.5880230263941577,0.08667434609558337,0.9851636158786963,12
3.3698164864369486,1.1750576582355814,0.5848255367845565,0.09348498761805216,0.9750002603188505,12
4.695377413245358,1.400201612903226,0.5420811488475933,0.07896200578103993,0.9805377990009561,12
3.534436476661779,1.1638773063294234,0.5987263882709659,0.09419587952077901,0.9761794184433742,12
5.807097881537145,1.6362118539222874,0.4835809600769461,0.07607846714847877,0.9593857592553312,12
13.623117515884655,2.324276026392962,0.45499809989500223,0.06298918293032878,0.9653117720872925,12
7.015118103922286,1.8013244211265882,0.4632830315406498,0.06836285339658904,0.9727417690561038,12
9.424027637768816,2.0864806711265884,0.4287268931062853,0.06537410794726027,0.9511098860269996,12
8.688697076612904,2.0387455706256112,0.42462964371977974,0.06087001657967624,0.9617088672854933,12
15.386875305474101,2.59875404753177,0.39954871450052276,0.053849439762452725,0.9511178630635797,12
10.820259042033236,2.272937286168133,0.40305090412611755,0.059231350180848734,0.9432452018323076,12
15.327805206805964,2.5280072015518082,0.40903803610057077,0.050142804843190225,0.9691126542731536,12
9.91310121120479,2.0972257224462365,0.43392465843149763,0.06218253536439468,0.9666941626336171,12
10.773485230327466,2.181342787756598,0.4281338625791664,0.059438737353540695,0.9730866825625015,12
11.232752168866082,2.0921901728983383,0.46202888926087116,0.06385010181828432,0.9718408750877082,12
7.618815104166667,1.6257760951246338,0.5569056692189794,0.07728040451174945,0.9732335449674996,12
2.6822744837487784,1.1026011119257086,0.5831197776754351,0.08344543790292117,0.9855016949035016,12
2.2397876191348973,0.9852837854349952,0.6158577920585699,0.10058139455458422,0.977406952545373,12
2.5308757942326494,1.0722369868035193,0.5900501500865393,0.08462551410629442,0.9871801199949475,12
7.173279226234115,1.81887008950391,0.4616432032640776,0.0645602366642741,0.9657029068441267,12
9.479264036534703,1.9033670882209188,0.4929556425969208,0.06229690562036261,0.9729907344078519,12
14.591494264723853,2.453687263257576,0.4317414402760307,0.05175063146137644,0.9581762966863522,12
8.481492088220918,2.0086831011730206,0.42920430994874637,0.06186279609028434,0.951147697172808,12
16.132058360826004,2.5557929343841645,0.41497087950588774,0.049694380242211886,0.9692064182620442,18
11.24250347476784,2.277770459127566,0.40272715615334664,0.051305881250590324,0.97248501765291,18
15.177034648399315,2.7410314714687196,0.3463371494801752,0.05130396852779698,0.9432117489923781,18
12.318006170576735,2.4552022238514173,0.3699486927865573,0.05521563635348662,0.9485833557524037,18
12.08314432123656,2.42928083760997,0.3727067257034455,0.055012917345332035,0.9521137007086509,18
12.51738147605083,2.4719383858748776,0.368324219291064,0.05389881765175704,0.9530594207181547,18
9.87839362628299,2.2046189592497556,0.40011215581422455,0.06358156988688464,0.9407047410298247,18
17.22367958822092,2.7306386699657876,0.3887484974635275,0.053292130311907104,0.9459292100594745,18
9.866520230021994,2.1535455996456503,0.41324401286905094,0.05996676326394072,0.9560305700259725,18
16.541749717436463,2.6123906020894427,0.4047785239674463,0.0545232328305395,0.9549839038411853,18
13.748534678946722,2.595604800525415,0.3630394106444128,0.05531389499103783,0.9285944671442083,18
23.83865240102639,3.334106564638319,0.319744829077788,0.04251243948450315,0.9619633122412874,18
17.13021215175953,2.923516923264907,0.33055313173676515,0.047539430081021905,0.958404316123597,18
19.905867202773706,3.1991471545087977,0.3026757656747759,0.043367092115489364,0.9612759510807937,18
19.338163642473116,2.9789719269305963,0.34923441319362397,0.050622931239768305,0.961637859396663,18
25.97786840175953,3.28401454056696,0.35962390552227413,0.04756679412567124,0.9635710330510671,18
16.3917542995479,2.7184932108382216,0.36852435233786895,0.05560547502549786,0.963724022304221,18
15.986940027798143,2.707654608076735,0.36991150183243954,0.05479346810413839,0.96536347271109,18
13.004355869684755,2.427796424425709,0.3895177175064103,0.05426951966609135,0.9678323961411265,18
21.77135168468964,3.0153128436583576,0.3783338691540692,0.0477043136511837,0.9693717272368337,18
22.359296722262947,3.089003696236559,0.36294739040938345,0.04726491524844578,0.9616906468185429,18
16.46923875855327,2.493993615591397,0.45731642080454116,0.0751749890048475,0.9734031262951993,18
24.61030478677908,3.6378108198924735,0.26742781851574343,0.036957644308078706,0.9482895056609933,18
24.1772818914956,3.413039161779081,0.30310363945378005,0.03897340720452801,0.9520870221702303,18
23.174104960899317,3.343799639540567,0.3181327176444213,0.03831494276988822,0.9568344619735696,18
12.924627130681818,2.5808714030425217,0.35004332796055976,0.044497735469796185,0.9713884364190376,18
14.664605671126587,2.755215015579179,0.33647432264930144,0.046179282139626736,0.9560642988541584,18
20.36353899376833,3.279508797653959,0.29156545722576965,0.04023626613247121,0.9480821778251836,18
22.64852341458944,3.319762646627566,0.3137742029048308,0.03888377267910113,0.9546467798911545,18
17.995748182429132,3.0497617302052795,0.3126281345386351,0.045102198413208956,0.9457098960407829,18
27.040158388318666,3.643437270894428,0.29615917011407805,0.03726856017099037,0.9491156109351694,18
21.54294870326246,3.3547480220552295,0.28947747580065525,0.04179569307479591,0.9414765059935727,18
27.040158388318666,3.643437270894428,0.29615917011407805,0.03726856017099037,0.9491156109351694,18
20.633380490896876,3.2693890136241452,0.29927119563864263,0.0405725848052129,0.9484782691632013,18
24.12219918438417,3.5721663459188666,0.2744392367764877,0.03692458865764309,0.9510281207687241,18
17.08298012891007,2.808841947702835,0.35495459277040464,0.04832638532164832,0.9776236460654312,24
20.5405650507087,3.1290570778348,0.3283713984537565,0.04375844556525547,0.9755815249396232,24
16.60530646688661,2.7582898032746828,0.36295465977017083,0.04730371043382087,0.9796773058917803,24
15.58587926900049,2.767311789772727,0.3469662271580247,0.04408886909819415,0.9722070624821937,24
16.89186980694037,2.7215107221407626,0.37580360993082745,0.04642430308992343,0.9707609077609041,24
14.93455694800831,2.71164486345308,0.351017229810562,0.04517600962829995,0.9708331588269741,24
13.162075009164225,2.5715038489736077,0.35871091931797616,0.051067571231197116,0.9508214703276365,24
12.613265021688662,2.5188334326124147,0.3633688903107702,0.05037220679898455,0.9570158544493471,24
22.91744180718475,3.2173944586999026,0.34523655648260054,0.04724870174953107,0.9551938528627827,24
10.59103032594086,2.2777303656524928,0.38732062522264765,0.060232336845308626,0.9561035135440179,24
16.218017816776637,2.5301989781891496,0.4340392502225461,0.05043785256120112,0.974839591814934,24
8.720170454545453,1.9991026698435976,0.43320473411408966,0.05703153411103226,0.978260527971808,24
15.664031952590419,2.4880292338709675,0.42592468679063733,0.04921869435254177,0.9757085245660687,24
9.719183391373411,2.0651824444037143,0.428884850806443,0.06156636441097908,0.9629622373372346,24
13.17019107404692,2.4138906708211145,0.3950030703385181,0.05321702436879784,0.9671247274796098,24
18.116139342008797,2.69492111131476,0.4129187342321973,0.05265557978093621,0.9635773070890281,24
16.224028974217987,2.7291303916177907,0.3627316777072368,0.049803551530318194,0.9584640075288229,24
19.051063813538615,2.980254918132943,0.34091243003427657,0.045402401588248015,0.9589830984145641,24
14.405262936827958,2.603156692937439,0.3746491801393697,0.046629971579355466,0.9726138423121027,24
16.32274674670088,2.611286122311828,0.41459287644267134,0.0506646923900465,0.9711639510841504,24
14.345855862047893,2.697605464931573,0.3433234521243161,0.0502086780585319,0.9438979658801634,24
25.08050197030792,3.458050769794722,0.31726340101343886,0.0424027503202435,0.9365861088360335,24
14.965529157502443,2.782504353005865,0.33485068302226173,0.05202723029185176,0.9294796661943242,24
25.08050197030792,3.458050769794722,0.31726340101343886,0.0424027503202435,0.9365861088360335,24
15.556479296493157,2.831585448741447,0.32938358121607275,0.05158389655764023,0.9220197338612283,24
24.21541555932307,3.4235026041666665,0.3095507247582935,0.04314610402347904,0.9303603988765152,24
17.91323962915445,3.057455858993158,0.31173752920029113,0.0466832906070077,0.938592620468425,24
21.6404760813783,3.2197256078934497,0.3264787004437054,0.04488446227085006,0.9435601590644496,24
10.306705538245359,2.2918117668621703,0.3802192979019399,0.057602756558661775,0.9510285941778065,24
23.93086643908846,3.6113080782624634,0.2640237206713216,0.028575274590201215,0.9745391311895769,30
25.126446228922287,3.6718969559506354,0.2631887585838574,0.0279225162331613,0.9748368048187362,30
21.591714778836756,3.3866423814760505,0.28310519944359663,0.029166338231999257,0.9782176268100258,30
28.709855930779568,3.785624961815738,0.2736595150427056,0.027853002989080094,0.9718326642061981,30
31.082172531769306,3.9739067845796683,0.265903586396013,0.027638173875767502,0.9677168391258286,30
31.614263540139294,4.031716802602639,0.25778262269438657,0.027899542780979277,0.964238726593825,30
18.887870960105083,3.1758051151637345,0.29475001638475545,0.03155598454020142,0.9779497067587208,30
22.18188404967009,3.4551879047531773,0.27565598372686373,0.029697379607000578,0.9750000488145469,30
24.636734023704793,3.6410030241935485,0.26664399504529096,0.02851077495292193,0.9741711889022698,30
20.014639846041057,3.2556073588709675,0.2913138028159354,0.0308881560510995,0.9771346392659319,30
33.248322756292765,4.05943475836999,0.26331607189863315,0.02770300479960284,0.9666264614641702,30
27.65017870234605,3.8848820869990233,0.2482979501123224,0.0290374600494213,0.9681931936113362,30
22.910031196542036,3.5012877642350926,0.2751121264663291,0.029963187991630915,0.9742820727020186,30
21.49658919079912,3.3831456576857284,0.2807891618293158,0.03194831191541761,0.9742364847627905,30
20.779740767045457,3.346389487108994,0.28184347922460573,0.03185015392625635,0.974876492362959,30
30.744072847934998,4.014052763013198,0.24905459872297867,0.02954298220246206,0.972922084905744,30
33.8626836663001,4.082405455767351,0.2604789843567636,0.02905192196258758,0.9719491486238482,30
25.163378047104107,3.6100174502077222,0.2724482293386025,0.03214067289635108,0.9769365946864014,30
34.514089992668616,4.003392671676442,0.2818662009416075,0.030788041873084246,0.9653117728171472,30
