class,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d2_a0,contrast_d2_a45,contrast_d2_a90,contrast_d2_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d2_a0,dissimilarity_d2_a45,dissimilarity_d2_a90,dissimilarity_d2_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d2_a0,homogeneity_d2_a45,homogeneity_d2_a90,homogeneity_d2_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d2_a0,energy_d2_a45,energy_d2_a90,energy_d2_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d2_a0,correlation_d2_a45,correlation_d2_a90,correlation_d2_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135
0,1.448281326368524,2.868512004922965,1.7739443960777204,2.8631046057968965,3.858212107081727,2.868512004922965,4.108147130320471,2.8631046057968965,5.922808521057872,6.081322452043393,6.061419181562292,6.06011485096957,0.5628913886852334,0.855507109693095,0.5085695029936409,0.8430573830252238,0.9728769798801528,0.855507109693095,0.9176601103840658,0.8430573830252238,1.251666182051929,1.3647715043983712,1.1989585883937481,1.346112530206329,0.7724144641652739,0.6948936735470068,0.8254184463502161,0.6979329286052913,0.6667614614281444,0.6948936735470068,0.7220420596338523,0.6979329286052913,0.6101149125859073,0.5768311666317739,0.659698010880871,0.5795478009970603,0.11634226014335604,0.10326141235000741,0.13278489207225352,0.10368638815651682,0.09949449261722364,0.10326141235000741,0.11407426228966827,0.10368638815651682,0.091106898135594,0.08530015254192937,0.10318445095189606,0.08563100672117314,0.9948116733396867,0.9896680171173503,0.9936160248278016,0.9896875215637639,0.9861663658161356,0.9896680171173503,0.9851358443471189,0.9896875215637639,0.9787452803460591,0.9779580446655104,0.9779505916211346,0.9780351000978438
0,1.8231572275171146,3.207421867908133,1.6582374908357833,2.9524064789413664,4.242186544459443,3.207421867908133,4.362714614420303,2.9524064789413664,6.26417689458873,6.709551319120373,6.478844652913931,6.1790549208988175,0.5202548417644125,0.9093890374753185,0.6204312530547358,0.8981299132656683,0.9398076305650854,0.9093890374753185,1.0694324471012857,0.8981299132656683,1.2283377203722028,1.4485956702065523,1.3528307878305788,1.4244698817789592,0.8221139093986819,0.6804494997707837,0.7554071139189318,0.6822974587989139,0.7179377822258989,0.6804494997707837,0.6467050014322926,0.6822974587989139,0.6560051794984552,0.5590584347330685,0.5899401707401728,0.5627520108561738,0.12758253371646883,0.09718750778407331,0.109077625256993,0.09739199458678006,0.10991892223942543,0.09718750778407331,0.09223329939255041,0.09739199458678006,0.09974510252630228,0.07936673149591922,0.08429689187810169,0.07976985683716899,0.9945704538098246,0.9904325389469082,0.9950816912662265,0.9911931248161441,0.9872949229914206,0.9904325389469082,0.9870393789838766,0.9911931248161441,0.9811346748629002,0.9798403438058276,0.9807221097896396,0.9814334649371644
0,1.2201084051197475,2.5148380981320346,1.6840691440615867,2.6428593952007207,3.252569448691319,2.5148380981320346,3.76360880931999,2.6428593952007207,5.060339319600901,5.203168262989215,5.395606329578895,5.483095001934002,0.5428971545087965,0.8233952427500827,0.5042747281280521,0.8425863019562763,0.9353127675513827,0.8233952427500827,0.9147008011252565,0.8425863019562763,1.202104439581299,1.3112024693532889,1.2136118082761997,1.34802160684128,0.779041609451772,0.7031712737912202,0.8255842997005979,0.6980433630017717,0.6845026022399168,0.7031712737912202,0.7137579266597305,0.6980433630017717,0.6354880579356207,0.587052440339603,0.6379642632546418,0.5802152967235817,0.11897059925634883,0.10520727109636066,0.13283613459655075,0.10443913870322129,0.10481432239669147,0.10520727109636066,0.11147035682440283,0.10443913870322129,0.09712945488139645,0.0872124172261286,0.09824375906973704,0.08635447186372024,0.9953787656014126,0.9904494424468587,0.9936283573129429,0.9899634308878654,0.9876351076326694,0.9904494424468587,0.9857227653304307,0.9899634308878654,0.9806928266649079,0.9801135679595969,0.9794778914653607,0.9790450892883565
0,1.4902706500488767,2.747036154755418,1.6470447290444798,2.738094214302729,3.8292181384540482,2.747036154755418,4.1403431155210715,2.738094214302729,5.830150817213592,6.012066245150719,6.068593711740972,5.987839928615501,0.6231786107038063,0.9505259768243443,0.6392532303885589,0.9513687628340957,1.0802463001467837,0.9505259768243443,1.105825166646299,0.9513687628340957,1.3738962261263645,1.495878347585991,1.397084085761511,1.4921578501920671,0.7507384286625796,0.6446221760357704,0.748799016853985,0.6450590361288406,0.6340765605198887,0.6446221760357704,0.6288009576282613,0.6450590361288406,0.5777255452353623,0.5234082004635718,0.566870033038019,0.5254107534054085,0.11246755284166424,0.09292146660769252,0.1125613006207914,0.0930498121101875,0.09355298135341693,0.09292146660769252,0.09248420040676289,0.0930498121101875,0.08531371234248314,0.07596460545770874,0.0832601887320811,0.0762339640209491,0.9935424466652988,0.9880721425485075,0.9928746193536557,0.9881108962316555,0.9833484156169892,0.9880721425485075,0.9820522592619331,0.9881108962316555,0.9745576656613549,0.9737494778723361,0.9736422967619939,0.973854590946317
0,2.2715932001466284,3.9632136328759646,2.2649730037267837,3.953636258527038,5.652166019447237,3.9632136328759646,4.991694441047006,3.953636258527038,7.8071379927767515,7.746607894424476,7.139796691356545,7.697037005832571,0.8737361009286384,1.2221390902688767,0.7089356900659793,1.2181974890327916,1.4689965294765364,1.2221390902688767,1.2619671905577436,1.2181974890327916,1.8004311796033383,1.87126657756367,1.61002540401568,1.8595268094102047,0.6733649555593112,0.5906503439115587,0.7586236376322163,0.592018989795991,0.5510068873071201,0.5906503439115587,0.6324737626379648,0.592018989795991,0.4954768717687691,0.46728319702677584,0.5689301218802028,0.4701028078969311,0.08285296005514918,0.07229549098805707,0.10103772259820437,0.0723907209829929,0.0679359529081694,0.07229549098805707,0.08291948351525502,0.0723907209829929,0.06157561633474147,0.05844055962976241,0.07449135581604956,0.058687319962426515,0.9948217154635836,0.9909277374852178,0.9948233491850598,0.9909495596484096,0.9870953159400779,0.9909277374852178,0.98854440753223,0.9909495596484096,0.9821479052028577,0.9821664655126953,0.9835490661153772,0.9822797678595443
0,2.493234703384657,4.013420554996608,2.159637898643692,4.0396883411735764,5.442647497248089,4.013420554996608,4.8525753730430985,4.0396883411735764,7.31470754774731,7.347889484185508,6.966915478085211,7.4233994967850165,0.7168150125244361,1.0902985010448785,0.6598479120845514,1.0964139550839003,1.2638046951443398,1.0902985010448785,1.1862558861301482,1.0964139550839003,1.6001603054603355,1.7098519460326898,1.5192672624877628,1.725167642587152,0.7688748797548841,0.6619083116599026,0.7790936490962577,0.6601647895844569,0.6465438034437756,0.6619083116599026,0.6646066550737445,0.6601647895844569,0.573731143654824,0.5288622574343326,0.6066495260013737,0.5254859920425979,0.10310763186198349,0.08542317913093359,0.10510553797126168,0.0852846479587458,0.08489410518156285,0.08542317913093359,0.0897707631174017,0.0852846479587458,0.07507035113825661,0.06760622091420178,0.08214979360330502,0.06727767271299143,0.9945615524927586,0.9912092454641218,0.9952774961100957,0.9911518133593437,0.9881083993441439,0.9912092454641218,0.9893453074180754,0.9911518133593437,0.9839914737517065,0.9838124072508654,0.984641587392884,0.983646816336226
0,2.0908441776637354,3.7801714047102695,2.189708004948674,3.711492944772701,5.27983484436161,3.7801714047102695,4.831427348336644,3.711492944772701,7.4344029291136575,7.471241301925211,6.935913205497088,7.296774292377867,0.833858366935482,1.1880635892555282,0.6958251237170038,1.1772851015117582,1.41087768315804,1.1880635892555282,1.2410408512720255,1.1772851015117582,1.7464438203966788,1.8327825031307379,1.5878667130876547,1.8081272666694814,0.683614865312794,0.5983621225831717,0.7616753730834149,0.600397939178409,0.5618831623452244,0.5983621225831717,0.6356584270155619,0.600397939178409,0.5039217736534988,0.4734533498929243,0.5713255561627777,0.47753178940173474,0.08520728914781496,0.07393261446004357,0.10238507840153341,0.07409164938349405,0.06995644301996949,0.07393261446004357,0.08420875230575633,0.07409164938349405,0.0630656636387867,0.05963928980089834,0.07559030896246707,0.05993318404555161,0.9951915215708137,0.9912668592901626,0.994949075791876,0.9914254342054737,0.9878391877154439,0.9912668592901626,0.9888055444536646,0.9914254342054737,0.9828509269204235,0.9826360453137818,0.9838590928166928,0.9830407928244616
0,2.212937400720914,4.195050495495151,2.6198393969941356,4.163152669443489,4.957058960677658,4.195050495495151,5.704589843750068,4.163152669443489,7.101825531035734,7.683454222372013,7.5680150434623,7.602542499454276,0.6653349905302984,1.1161296055818808,0.7350947733382178,1.1094198058534408,1.1947879082069581,1.1161296055818808,1.287664544092482,1.1094198058534408,1.530386301726257,1.7492359863817974,1.624500719270322,1.7334109474151902,0.7788767622281633,0.6578464229549005,0.7663597413658696,0.659701607211485,0.6645057499186896,0.6578464229549005,0.644476100597675,0.659701607211485,0.60635029094201,0.5234420319105021,0.5714646782966761,0.5269482593670606,0.10513181905875592,0.08509606172142446,0.10285311408924258,0.08521649541787042,0.0898664591489948,0.08509606172142446,0.08453328813624429,0.08521649541787042,0.0822796550665912,0.067050870471741,0.0746912253473307,0.06737090125193099,0.9951632729114922,0.9908158707367909,0.994288198798165,0.990885597600591,0.989121119717764,0.9908158707367909,0.9875421830941656,0.990885597600591,0.984351946705878,0.9830818995270776,0.9834453231502313,0.9832592808108231
0,2.211767053091388,4.161304655676071,2.6190718933284476,4.1932292368391595,4.9542687821062295,4.161304655676071,5.703131688784331,4.1932292368391595,7.096597430521576,7.598686049762391,7.565975835577868,7.679917547803525,0.6648767793866036,1.1089993683882604,0.7349764021260964,1.1156193473855025,1.1939088108488365,1.1089993683882604,1.2874600584026583,1.1156193473855025,1.5290434087291944,1.7327139525354185,1.6242616001469117,1.7483704872453807,0.7790576593393357,0.6598169310048063,0.7663820334716276,0.6580223963052849,0.6648139841316046,0.6598169310048063,0.644501794445852,0.6580223963052849,0.606780749537735,0.5270914316442417,0.5714750597859911,0.5236991833095709,0.10517177110573757,0.08523453859072201,0.10285688538275232,0.08512635444346169,0.08992613324143804,0.08523453859072201,0.08453535443563989,0.08512635444346169,0.0823490106441097,0.06738855636462124,0.07468840029453622,0.06708730979558393,0.9951658094905176,0.9908896030186265,0.9942898468952441,0.9908198172239472,0.9891271947353295,0.9908896030186265,0.9875453122835717,0.9908198172239472,0.9843633963145749,0.9832676978191135,0.9834497103180506,0.9830896112391827
0,2.3020012371700798,4.399072553173398,2.7948350058039977,4.549444879215019,5.966077352923286,4.399072553173398,6.338272841242801,4.549444879215019,8.777325576946648,8.810611747044506,9.125717357370304,9.298669007854647,0.8691673539833747,1.283164632800421,0.8224765930474036,1.2908672382704907,1.483317216548457,1.283164632800421,1.4475045101516917,1.2908672382704907,1.8582300976371449,1.9783634790001734,1.825179052399633,1.9963953492825433,0.6732391273242277,0.5778248556386371,0.7264155867744846,0.5771184559709861,0.545324647210854,0.5778248556386371,0.596130438487453,0.5771184559709861,0.48530579599220763,0.45178423832629117,0.5353728900113961,0.4506302696121568,0.08371951086119053,0.07099577406689761,0.0959110191056815,0.07099381340841396,0.06753462884881274,0.07099577406689761,0.07762056329168457,0.07099381340841396,0.0605824890520141,0.05676652250702981,0.07001739959088844,0.056751125296485655,0.9934271075407731,0.9873904625077721,0.9920002741395716,0.9869595230903,0.9829410112813529,0.9873904625077721,0.9817876603706664,0.9869595230903,0.9748678525278782,0.9746112540464088,0.9736778700336863,0.9732056843031245
